name,logo,banner,description,tagLine,followerCount,website,domain,location,companyAddress,industry,companySize,headquarters,founded,specialties,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,phone,error,isClaimable
NWC,https://media.licdn.com/dms/image/C4E0BAQF3yTzEetbcrg/company-logo_200_200/0/1640109721173?e=1691625600&v=beta&t=UcSt2t33vLD3UvlBP552vaZlC0oyqwOlVSzTHG1FLn0,https://media.licdn.com/dms/image/D4D1BAQGdEvhCJcVoSg/company-background_10000/0/1682592426419?e=1683896400&v=beta&t=VhHA9SM56hzoaGoZi0APDPIaObjTCNCjig9EOWhENHQ,"The National Water Company (NWC) a Saudi joint stock company fully owned by the Saudi Government (ie the Public Investment Fund), was established to provide water and wastewater treatment services to best international standards. This is achieved through a model of private sector participation, with leading international operators under the supervision of Saudi professionals. NWC provides high quality drinking water, connects households to water and wastewater networks, safeguards natural water resources and the environment, maximizes the use of treated sewage effluent (TSE), and develops and trains its Saudi workforce in line with the latest international programs.",شركة المياه الوطنية | المياه ركيزة الحياة؛ ولأجلها نُسخِّر الإمكانات لتقديم خدمات تُحقِّق التطلعات,282122,http://www.nwc.com.sa,nwc.com.sa,Riyadh,"Riyadh, Saudi Arabia  SA",Utilities,"10,001+ employees","Riyadh, Saudi Arabia",2008,Providing quality water and wastewater management services,424481,424481,https://www.linkedin.com/sales/company/424481/,3512,NWC,https://www.linkedin.com/company/424481/,2023-05-05T12:21:04.144Z,https://www.linkedin.com/company/-nwc/,8004411110,,
HC Securities & Investment,https://media.licdn.com/dms/image/C4E0BAQFc5jLjJdukEw/company-logo_200_200/0/1519868436081?e=1691625600&v=beta&t=GYMr-VxQI50Nmjk8C7M82QER1AFnU17o83O6Ey3gHSQ,https://media.licdn.com/dms/image/C4D1BAQFTGG9nc6YJbA/company-background_10000/0/1547537553168?e=1683896400&v=beta&t=OARoA0qzdHoY4szZCEIwvUQo2VKcASBq0WgLUB_L15k,"HC Securities & Investment is a leading investment bank in Egypt and the MENA region. Since its inception in 1996, HC has utilized its relationship-driven insights, local and regional market knowledge, and industry-specific expertise and strong execution capabilities to provide its clients with a wide range of services in investment banking, asset management, securities brokerage, research, custody and online trading through its offices in Egypt and the UAE (DIFC). HC Investment Banking has an outstanding track record of advising leading corporates in Egypt and the MENA region on M&A, capital market, and financing transactions in excess of USD6.6bn. HC Asset Management, now manages 7 mutual funds for commercial banks and portfolios for institutions and sovereign wealth funds with assets under management in excess of EGP7bn. HC Brokerage is ranked among the top 10 brokers in Egypt and provides a wide array of services, including research and online trading to institutional and retail clients.","Since 1996, Investment banking firm serving clients in Egypt and the Middle East",10506,http://www.hc-si.com,hc-si.com,"Smart Village, 6th of October City","HC Securities and Investment, Smart Village, 6th of October City, EG",Financial Services,51-200 employees,"Smart Village, 6th of October City, Cairo",1996,"Investment Banking, Asset Management, Securities Brokerage, Research, Custody, and Online Trading",519106,519106,https://www.linkedin.com/sales/company/519106/,120,HC Securities & Investment,https://www.linkedin.com/company/519106/,2023-05-05T12:21:24.765Z,https://www.linkedin.com/company/hc-securities-&-investment/,0020235355999,,
EME International,https://media.licdn.com/dms/image/C4D0BAQGu4ks3R0ACQw/company-logo_200_200/0/1658672811427?e=1691625600&v=beta&t=LAXlLViwsP6eONAjaP6JlSD9FhMma7YWkF1Ih6PHJnw,https://media.licdn.com/dms/image/D4D1BAQGsLWHO7i7aew/company-background_10000/0/1678699149959?e=1683896400&v=beta&t=7digoGroX9D69jkDv9sbaPtpCKanWVxVgXnTWwu2iNw,"Since 2004, we invested continuously in creating a mobile application platform that enables anyone to access, view, analyze, and transact on a mobile app on any mobile handset, integrated with practically any back-end system on any operator network.

We started in the payments world back in 2005 and 2006 with several awards worldwide for our innovation ability, including at 3GSM Barcelona, and have continued to invest in that area, coupled with our efforts to enable our platform to be as vertically independent as possible.

We have succeeded in several verticals:
- mSales - Field Force Automation
- mConnect - Human Resources Mobility Solutions
- mParent - Education Mobility Solutions for Parents
-mCommunity - Community Mobility Solutions",Mobility Solutions,3509,http://www.emeint.net,emeint.net,Cairo,"15, 206 street, Degla, Maadi, Cairo, Cairo 11431, EG",Software Development,51-200 employees,"Cairo, Cairo",2004,"Mobile development, Mobile enterprise solutions, Mobile learning, Mobile stocks, and sales force automation",1159341,1159341,https://www.linkedin.com/sales/company/1159341/,45,EME International,https://www.linkedin.com/company/1159341/,2023-05-05T12:21:44.025Z,https://www.linkedin.com/company/eme-international/,02 25195970,,
,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/company/3262343/,2023-05-05T12:22:10.599Z,,,Unavailable company,
WebGen Studio,https://media.licdn.com/dms/image/C4E0BAQGM7bfcBAatcA/company-logo_200_200/0/1577956398713?e=1691625600&v=beta&t=nIxxNdf-maB8g43ntcTAbcfXAlLzImYMGDKFmE6TLVk,https://media.licdn.com/dms/image/C4E1BAQGBk-qKEVHLbQ/company-background_10000/0/1577956903901?e=1683896400&v=beta&t=Qph02pOerg69j0gemahL3fjpw8NaffWiloL49ErYNrU,Your All-in-one Design Platform,Your All-in-one Design Platform,79,https://webgenstudio.com.au/,https://webgenstudio.com.au,Sydney,"533 Kent St, Suite 2, Level 2, Sydney, New South Wales 2000, AU","Technology, Information and Internet",11-50 employees,"Sydney, New South Wales",2008,,64525826,64525826,https://www.linkedin.com/sales/company/64525826/,4,WebGen Studio,https://www.linkedin.com/company/64525826/,2023-05-05T12:22:29.492Z,https://www.linkedin.com/company/webgen-studio/,,,
eSEED,https://media.licdn.com/dms/image/C510BAQGS1aZ5RvXLRQ/company-logo_200_200/0/1519903381604?e=1691625600&v=beta&t=KmlVXLxFdSQAnYysal_BMeeSYOYDT_E487W1UmcLbk8,,"• eSEED is a web, mobile and software development company. To date, eSEED has worked with over 110 clients from international organisations to Small and Medium Enterprises (SMEs), government entities, startups and NGOs
• eSEED’s portfolio includes a wide array of dynamic websites, web applications, mobile applications (iOS/Android), graphic designs, IT infrastructure systems design, security, web hosting as a service and printing projects with clients in Egypt, Canada, USA, Denmark and the UK","Quality strategy, tech and product by experienced professionals who’ve been there, done that.",623,https://eseed.net,https://eseed.net,Cairo,"Cairo,   EG",IT Services and IT Consulting,2-10 employees,,2010,"Software Development, Web Apps, Mobile Apps, CTO as-a-service, CPO as-a-service, Tech Consultancy, and Product Consultancy",1864934,1864934,https://www.linkedin.com/sales/company/1864934/,4,eSEED,https://www.linkedin.com/company/1864934/,2023-05-05T12:22:48.423Z,https://www.linkedin.com/company/eseed/,,,
Joe13,https://media.licdn.com/dms/image/C4D0BAQGYeHXwv1wrlQ/company-logo_200_200/0/1627122050131?e=1691625600&v=beta&t=3JKiFaL-1Q61Tf96Gh9zZi4aHds6EgoY3_luMVNYjQA,https://media.licdn.com/dms/image/C4D1BAQELGTUbwVoa3g/company-background_10000/0/1555584293450?e=1683896400&v=beta&t=pjOcP6858bz1OQeJnPEUA3tqB4Rowy69DeQEJ8TEbjg,"JOE13 is a marketing and software development company which has been established in 2013 to invest years of experiences in different domains to help companies to reach their ultimate value proposition , throughout the years JOE13 gained the trust of their clients through combining a team with expertise that has enabled them to achieve the right formula between IT efficiency and business innovation .
",Run your operations smoothly with our Marketing & Software Business Solutions today!,5052,http://www.joe13th.com,joe13th.com,Jeddah ,"Jeddah , SA",Marketing Services,201-500 employees,"Jeddah , Makkah Region",2013,"software Development, Digital marketing, social media marketing, Mobile application development, SEO, Event Management, Marketing, and ecommerce",13006766,13006766,https://www.linkedin.com/sales/company/13006766/,47,Joe13,https://www.linkedin.com/company/13006766/,2023-05-05T12:23:07.760Z,https://www.linkedin.com/company/joe13ksa/,+966570002013,,
ILERRA,https://media.licdn.com/dms/image/C4E0BAQFyTDINaJnlFQ/company-logo_200_200/0/1519879049990?e=1691625600&v=beta&t=A_TPdhg2jRBd6FA2-DlEtuGfZNOg_KsSp3vU0jHWeLs,,"ILERRA is a business-value driven technology consulting and software delivery and implementation company. ILERRA focuses on providing technology and software services to large to medium size enterprises across multiple industries. ILERRA consistently receives top scores for both consulting and delivery.  Having worked with global organization on mission critical systems, enables us to bring relevance and insight that is rare in the technology delivery world. Our consultant and technologists are uniquely positioned to relate to and communicate with people in various roles and with various responsibilities, ensuring that the delivery experience is both relevant and produces business value.
Headquarters located in Reston, VA, ILERRA also has offices in Egypt and India.",,720,http://www.ilerra.com,ilerra.com,Reston,"12110 Sunset Hills Road, Suite 630, Reston, VA 20190, US",IT Services and IT Consulting,11-50 employees,"Reston, VA",2014,Business Process Improvement and Automation and Agile Software Development,9315393,9315393,https://www.linkedin.com/sales/company/9315393/,8,ILERRA,https://www.linkedin.com/company/9315393/,2023-05-05T12:23:27.386Z,https://www.linkedin.com/company/ilerra/,,,
Indie Games Corner,https://media.licdn.com/dms/image/C4D0BAQGFtuu7JTWdEg/company-logo_200_200/0/1519862979094?e=1691625600&v=beta&t=vk24c1xmFeQwWf0gX4vApX9TzqLr5-o0EWjKPPPTSOU,,Indie Games Corner (IGC) aims to spread news and reviews about indie games in Egypt and the Middle East. We aim to bring gamers and game developers together through IGC and show the world how the indie games scene in the Middle East is becoming more and more active by the minute.,,151,,,,,Entertainment,2-10 employees,,2016,"Indie Games, News, and Reviews",17907280,17907280,https://www.linkedin.com/sales/company/17907280/,3,Indie Games Corner,https://www.linkedin.com/company/17907280/,2023-05-05T12:23:46.477Z,https://www.linkedin.com/company/indie-games-corner/,,,
Orascom Telecom,https://media.licdn.com/dms/image/C4E0BAQFLJ9jcxX783A/company-logo_200_200/0/1519856322204?e=1691625600&v=beta&t=MEV6KZdJd8Us8eLdKL0ZZeoYyyXe5y5mxdDLrgh3x6U,,"Orascom Telecom is a leading international telecommunications company operating GSM networks in high growth markets in the Middle East, Africa and Asia, having a total population under license of approximately 510 million with an average mobile telephony penetration of approximately 49% as of December 31st, 2009. Orascom Telecom operates GSM networks in Algeria (""OTA""), Pakistan (""Mobilink""), Egypt (""Mobinil""), Tunisia (""Tunisiana""), Bangladesh (""banglalink""), North Korea (“koryolink”) and Canada (“Wind Mobile”) through its indirect equity shareholding in Globalive Wireless. In addition it has an indirect equity ownership in Telecom Zimbabwe (Zimbabwe) and through its subsidiary Telecel Globe, OTH also operates in Burundi, the Central African Republic and Namibia. Orascom Telecom had almost 93 million subscribers as of December 31st, 2009. Orascom Telecom is traded on the Cairo & Alexandria Stock Exchange under the symbol (ORTE.CA, ORAT EY), and on the London Stock Exchange its GDR is traded under the symbol (ORTEq.L, OTLD LI). 

For more information visit www.orascomtelecom.com ",,42387,http://www.orascomtelecom.com,orascomtelecom.com,Cairo,"Cairo,  -, EG",Telecommunications,"10,001+ employees",,1998,Orascom Telecom is a leading mobile telecommunications company.,6659,6659,https://www.linkedin.com/sales/company/6659/,1278,Orascom Telecom,https://www.linkedin.com/company/6659/,2023-05-05T12:24:06.278Z,https://www.linkedin.com/company/orascom-telecom/,,,
blnk,https://media.licdn.com/dms/image/C4D0BAQFXhOLCPeWiXA/company-logo_200_200/0/1661947990889?e=1691625600&v=beta&t=h83wP-j14byN2Wm3yrH-SQJ4UzWK7K8lPigq57YPyWY,https://media.licdn.com/dms/image/D4D1BAQGNzNCd_BLMxg/company-background_10000/0/1661943414557?e=1683896400&v=beta&t=HT04v-M80k7UzQUicxxDuy2thkG_fL1cp-jGASS-If8,We are a fintech company with a mission of enabling inclusion through point-of-sale financing. Less than 4% of Egyptians have access to credit cards and can only afford to purchase products/services with cash that they have saved or are forced to borrow from hard money lenders at high interest rates. We’re changing this by enabling all consumers to instantly receive credit within minutes at their favorite merchants. ,Enabling Inclusion through Point-Of-Sale Financing,6588,http://blnk.ai,blnk.ai,6th of October,"Greek Campus, Gate 5, Mall of Arabia, , Unit E1, 6th of October, Giza  EG",Financial Services,51-200 employees,"6th of October, Giza",2020,"financial services, buy now pay later, lending, technology, fintech, lending as a service, banking , and shopping",79674756,79674756,https://www.linkedin.com/sales/company/79674756/,128,blnk,https://www.linkedin.com/company/79674756/,2023-05-05T12:24:26.746Z,https://www.linkedin.com/company/blnkconsumerfinance/,16266,,
Fullscript,https://media.licdn.com/dms/image/C560BAQGA2qy2d9RqMA/company-logo_200_200/0/1641915082934?e=1691625600&v=beta&t=JtBaMS0LnYPurv3c38mRIi-A0xPabmHaX1mPDKOMzts,https://media.licdn.com/dms/image/D4E1BAQEmLQLnU0AW_A/company-background_10000/0/1683057701090?e=1683896400&v=beta&t=pC2tYxAeS29IPI_Xjh8mc2jNAIxgAaF8-PMu6AZndNU,"Fullscript is a digital health platform that helps practitioners build better patient relationships through quality supplementation and intuitive tools for treatment adherence — all at no cost.   

Practitioners write online supplement plans where patients order wellness products and find resources to improve their health education. Practitioners control what their patients pay so they can grow their practices, offer deep discounts, or strike a comfortable balance of both. Fullscript’s US catalog also supports wholesale orders for in-office dispensing.

Beyond supplement planning, Fullscript delivers evidence-based resources, ready-made protocols, personalized refill reminders, and more to help sustain optimal health over time.",Dispense your way | Currently hiring across North America!,8974,http://fullscript.com,fullscript.com,Ottawa,"245 Cooper St, Ottawa, CA",Health and Human Services,201-500 employees,"Ottawa, Ontario",2011,"Integrative Medicine, e-commerce, Dispensing Platform, Inventory management, health technology, technology, development, healthcare , distribution, engineering , and supplements",2365653,2365653,https://www.linkedin.com/sales/company/2365653/,427,Fullscript,https://www.linkedin.com/company/2365653/,2023-05-05T12:24:46.583Z,https://www.linkedin.com/company/fullscript/,1-866-807-3828,,
BetaHubs,https://media.licdn.com/dms/image/C4D0BAQHfrQddQDp5jQ/company-logo_200_200/0/1650675246113?e=1691625600&v=beta&t=QRl1WfzVNh9i8pNxmGUFqokDOr4ZLTar8uTx_htgsBA,https://media.licdn.com/dms/image/C4D1BAQEEHDoB8jnLbA/company-background_10000/0/1650675582480?e=1683896400&v=beta&t=NrnnWagyOO3CCZXXwzgMcj-3qABaB8uVajA6iqLzDxY,"We take the time to talk through your business needs, goals and expectations.We help you determine the benefits and costs of each technology.",,505,http://www.betahubs.com,betahubs.com,Cairo,"617 Elnarges from 90st. New Cairo, Cairo, New Cairo  EG",IT Services and IT Consulting,11-50 employees,"Cairo, New Cairo",2016,"Software Solutions, Business Modeling, Product Design, UX Strategy , UX Research, and Interactive Prototype",13181730,13181730,https://www.linkedin.com/sales/company/13181730/,8,BetaHubs,https://www.linkedin.com/company/13181730/,2023-05-05T12:25:06.321Z,https://www.linkedin.com/company/betahubs/,01022260777,,
Sadeem Knowledge,https://media.licdn.com/dms/image/C4D0BAQENCTUF46Eo9A/company-logo_200_200/0/1519892170689?e=1691625600&v=beta&t=cJdhUiwqtUhy1QAf3cqAIvxSVOm2qvCYtT-CWX1ktRM,,"Sadeem is built to create innovative solutions in data analytics and knowledge management. It is established in 2013 by a small group of entrepreneurs who have extensive experience in data and information management, in addition to proven academic records in data sciences.",,462,http://www.sadeemknowledge.com,sadeemknowledge.com,Giza,"Al-Gehad St., Lebanon Square, Mohandessin, Giza,   EG",IT Services and IT Consulting,11-50 employees,,2013,"Knowledge engineering, Predictive analytics, Semantic analytics and Linked data, Big data analytics, Information management, and IoT",3491337,3491337,https://www.linkedin.com/sales/company/3491337/,20,Sadeem Knowledge,https://www.linkedin.com/company/3491337/,2023-05-05T12:25:25.900Z,https://www.linkedin.com/company/sadeem/,,,
Xceed,https://media.licdn.com/dms/image/C4E0BAQGSmp0ug3-Fxw/company-logo_200_200/0/1554371810147?e=1691625600&v=beta&t=gkFERL5szmZaAEDNzKpWYCCTXKaGAANAROVutxk1Htk,https://media.licdn.com/dms/image/C4D1BAQE5nEElr7b8CA/company-background_10000/0/1560332763291?e=1683896400&v=beta&t=bdrulOhVkyk6WihLLr3Pi0Yo-tCmTyKBMR1K5U8T9Jg,"Xceed is the leading multilingual Business Process Outsourcing Service provider in EMEA region with a capacity of  more than 10,000 web enabled multi channels stations. Xceed manages various outsourcing agreements with key government & commercial accounts in 10 different languages. Our core objective is to deliver superior quality and value to our clients in every aspect of the CRM cycle. 
  
Xceed currently operates from (9) sites in Egypt, Morocco & Mauritius 

 
* Services
Inbound Services
Outbound Services
Back office Services
Infrastructure Management Services
Recruitment Process Outsourcing
Helpdesk Support Services
Social Media Analysis Services

* Sectors Served
Telecommunication
Technology
Automotive
Public Sector
Tourism & Aviation
Education

* Awards
Best Global Outsourcing 100TM 2009, 2010, 2011, 2012 & 2013– IAOP™
Outsourcing Service Provider- 2006 & 2007 – InsightcCall Centre Award 
The Business Continuity Team of the Year-2012 - BCI Institute 
Insight awards:
Best Career and Skill Paths Award -2008 
Best Recruitment Program Award -2009
President’s pick “Value Creation” Problem Solver - 2019
President’s pick “Top 3” Problem Solver Award - 2019
President's pick ""People Development"" problem solver 2020

Best Global Outsourcing 100™ 2009 till 2013, 2019 & 2020
IAOP’s Impact Sourcing Champions Index - 2020
Shortlisted GSA UK Awards Best Corporate Response to COVID-19 2020

* Certificates
- COPC® 2000 certificate : From 2006 till date (Latest Version 6.2)
- ISO 22301:2012 Business Continuity Management
- OHSAS 18001:2007 Occupation Health & Safety Management System-  BSI
ISO 9001:2008 
- ISO/IEC 27001:2005 Information Security Management System- BSI
- ISO 22301:2012 Business Continuity Management System — BSI
- ISO/IEC 27001:2013

Client Recognition
•	Microsoft Premier Vendor — 2005 till 2007
•	Excellent After Sales services 2011: Hyunda 
•	Outstanding efforts & great performance to GB Auto: Hyundai 2015
•	The Strategic Partner of the Year 2012, 2014 — du

",We Aspire To Xceed,110676,http://www.xceedcc.com,xceedcc.com,Cairo,"The Smart Village, Cairo, 12677, EG",Outsourcing and Offshoring Consulting,"10,001+ employees",,2001,"Business Process Outsourcing, Voice & Non-voice Services, and Social Media Support and Analysis",166993,166993,https://www.linkedin.com/sales/company/166993/,6248,Xceed,https://www.linkedin.com/company/166993/,2023-05-05T12:25:45.989Z,https://www.linkedin.com/company/xceed/,+20223223800,,
Bigbillboard,https://media.licdn.com/dms/image/C4D0BAQHAxwFHpjxo4w/company-logo_200_200/0/1551026368635?e=1691625600&v=beta&t=6kYVwrr7AfjDNPWrYVKK1_fhznJQVsOBUNQ-Q9CJ5Zs,https://media.licdn.com/dms/image/C4D1BAQG3O0-8Hqbu5w/company-background_10000/0/1551028634507?e=1683896400&v=beta&t=skaYdhlYCB1xzNWaPeco6GJMbwxKdnRTE9G0PjPRfxk,"We. Are. BigBillboard.
With over 80 clients in different fields, we started stirring down storms in the advertising and marketing field from script to screen and even digital media. 
We love content that makes sense creatively to feed our knack and effectively fulfill the brand's objectives. 
We love setting trends, breaking the internet and going crazy with big boys toys.

> We. Think. Big.
We tailor media to go hand-in-hand with the brand. In the time of global recession, we've taken off as a 360 agency, one that would levitate the market and help reduce costs of outsourcing with all the resources being in-house from photography to audio and creative. 

> We. Work. Efficient.
Built on market research and actual numbers, we develop marketing plans to make a success story for brands... And us as well.

> We. Tell. Stories.
The greatest form of human connection is storytelling and that's where we come from. Basing the idea of storytelling on visuals, videos and social, we believe in edutainment; content that resonates and has a meaningful purpose, to entertain and educate.",,986,http://Bigbillboard.net,Bigbillboard.net,Cairo,"El Menia Street, villa 10, Cairo, Egypt 11757, EG",Advertising Services,51-200 employees,"Cairo, Egypt",2012,,13987308,13987308,https://www.linkedin.com/sales/company/13987308/,31,Bigbillboard,https://www.linkedin.com/company/13987308/,2023-05-05T12:26:05.755Z,https://www.linkedin.com/company/bigbillboard360/,+222564588,,
CASHLESS PLUS,https://media.licdn.com/dms/image/C4D0BAQFnGh3ltHzQlg/company-logo_200_200/0/1614144212842?e=1691625600&v=beta&t=DYisOLQCgIzqpisH0le_08IG9kBT-RjSvIkCTgdeqHk,,.,,1011,https://www.eg-cashless-plus.com,https://eg-cashless-plus.com,Maadi,"20 WESSITERS, Maadi,   EG",Consumer Services,51-200 employees,,2019,,19719897,19719897,https://www.linkedin.com/sales/company/19719897/,38,CASHLESS PLUS,https://www.linkedin.com/company/19719897/,2023-05-05T12:26:24.762Z,https://www.linkedin.com/company/cashless-plus-limited/,,,
SBS - Specialized Business Solutions,https://media.licdn.com/dms/image/C4E0BAQHHSpDLRnqa6w/company-logo_200_200/0/1646116198731?e=1691625600&v=beta&t=uG_eqP2jHYcYayFTTQV5PqxAj2z4GJ3RI3xCE5K1onU,https://media.licdn.com/dms/image/C4E1BAQHxBYcMYghTOA/company-background_10000/0/1646380733014?e=1683896400&v=beta&t=8yoLQLFWTcpiz_BiWtK-YZ9FDnZlcqam9fFMSqp0te8,"Who We Are
SBS is a provider of Fintech products and software services for critical business, our target is to enrich the Digital Transformation Journey of the enterprises, and bridge the gap between the Technology and Business stakeholders.

When We Started
Through employing the region’s best FinTech and Solutions experiences, SBS started in 2010 and managed to gain the trust of the leading Enterprises in the MEA region, then to expand its delivery footprint to many others in worldwide.

How We work
We empower our client’s IT through SIX proven values; capitalize on our large base of fintech , software solutions consultants, achieve seamless mobilization, avail regional capabilities with local presence, deliver high ROI solutions, being a one-stop-shop for our clients, and utilize state-of-art standards and methodologies in our delivery.

What We Do
We are SBS – Specialized Business Solutions in delivering End-to-End IT services across the most sophisticated Financial, Telecom and Manufacturing Business Process Solutions, such as Digital transformation , FinTech solutions, Process Management , ERP & CRM Implementation , Managed services , Data Management and High skill Outsourcing/Offshoring. As well as Portfolio management consultancy to improve the revenue of our clients.
","SBS is a fintech products, digital transformation and Tech outsourcing provider for critical & complex Business in MENA.",1608,http://www.sbs-sa.net,sbs-sa.net,Riyadh,"Anas Ibn Malik Rd., Business Valley, Riyadh,  4496, SA",Information Technology & Services,51-200 employees,,2010,,83162996,83162996,https://www.linkedin.com/sales/company/83162996/,15,SBS - Specialized Business Solutions,https://www.linkedin.com/company/83162996/,2023-05-05T12:26:44.188Z,https://www.linkedin.com/company/specialized-business-solutions-ksa/,+966 11 211 3300,,
WebOps,https://media.licdn.com/dms/image/C4E0BAQFL3uovqiUUiA/company-logo_200_200/0/1675693606738?e=1691625600&v=beta&t=c2GU6YwCfXeYmXqg-wU9JpN3FdxFpVkE5117WZ2GYXQ,https://media.licdn.com/dms/image/D4E1BAQHCovSd_hEPIQ/company-background_10000/0/1675692667054?e=1683896400&v=beta&t=AZHF5tOuqCfyAp6SaRULtt1Uwj6p__SAm0x2gkONbJs,"
WebOps is all that you need if you are looking to build your software solution. We are a software house based in Cairo Egypt offering a wide range of services and products since November 2017. Our customers can start from an individual who is still exploring his business idea to large companies that have been penetrating the market for years.

Our services include Digital Design, Branding, UI/UX, Software Development, Mobile Development, WebOps Cloud Platform, Software Consultation, and Quality Assurance. We also have multiple products that are to implement right away, including showcase websites, and e-commerce. We have multiple packages for every business scale.

We aim for cost efficiency, quality, speed, and fulfillment to provide all the software products needed in every sector to help businesses grow. 
",,2960,https://www.thewebops.com,https://thewebops.com,Cairo,"15 Rahala Elboughdady Ard El Golf Cairo, Cairo Governorate, Egypt 11311, 14, Cairo, Cairo 11311, EG",Software Development,11-50 employees,"Cairo, Cairo",2017,"Web Development , Mobile Development , DevOps, Web Design, Ruby On Rails Developers, React Native Devs, and DevOps",10183675,10183675,https://www.linkedin.com/sales/company/10183675/,22,WebOps,https://www.linkedin.com/company/10183675/,2023-05-05T12:27:04.213Z,https://www.linkedin.com/company/the-web-ops/,+201204870180,,
BznsBuilder,https://media.licdn.com/dms/image/C4D0BAQGd_zlKQjvU7g/company-logo_200_200/0/1543413702255?e=1691625600&v=beta&t=JymLFLBocDUNPVWFRUgd92NlCWRrAYJ74FUVMOLBRgk,https://media.licdn.com/dms/image/D4D1BAQEjEvo7FyE41Q/company-background_10000/0/1670247152319?e=1683896400&v=beta&t=hkWXW1BfDUy_2wJFPZ9QpsjnSWp8S1lB8j6PrNN-TM4,"BznsBuilder is more than your online business planning platform. It is the first bilingual (English/Arabic) interface designed specifically to serve local entrepreneurs, educational institutions, accelerators/incubators business coaches to monitor and support them and give them easy access to the data they need at every step from the idea stage to the formulation of a viable business plan and beyond. It also allows them to track their progress and ensure that the business does not veer off course. 

BznsBuilder All-in-One Business Planning Tool!

For Everyone, Everywhere

Get your project plan compiled professionally! We have business plans, benchmarks studies, templates, and the experts to help you create your own success story

- Get Organized by using our ready-made plan structure
- Collaborate with your all teammates
- Save Time by searching tens of templates in one place
- Find resources of business plan guidelines, tips, and tricks at our blog
- Get Experts to help from our diversified business experts database",BznsBuilder is your online ecosystem builder supporting startup creation & facilitating future funding opportunities ,2135,https://bznsbuilder.com/,https://bznsbuilder.com,Cairo,"71 Abd El Hameid Badawy Street, Cairo, Cairo 11713, EG",Financial Services,11-50 employees,"Cairo, Cairo",2020,,10219588,10219588,https://www.linkedin.com/sales/company/10219588/,19,BznsBuilder,https://www.linkedin.com/company/10219588/,2023-05-05T12:27:25.628Z,https://www.linkedin.com/company/bznsbuilder/,+201024333678,,
LKSoft,,,,,47,,,,,Information Technology & Services,11-50 employees,,,,103072,,https://www.linkedin.com/sales/company/103072/,9,LKSoft,https://www.linkedin.com/company/103072/,2023-05-05T12:27:52.492Z,https://www.linkedin.com/company/lksoft/,,,true
energenious,https://media.licdn.com/dms/image/C4D0BAQEMYPNZEW_Mew/company-logo_200_200/0/1587831797935?e=1691625600&v=beta&t=KfEf321SE7TwJc8sFZ6hec2eaQHroxhirhCurhhB5W4,https://media.licdn.com/dms/image/C4D1BAQHXi3MEi2TKQA/company-background_10000/0/1527153727851?e=1683896400&v=beta&t=HZiVm6ode6Mtt78Ps723gJxMfW_T9gvQLYpPWRHBoFM,"Energenious is a developer and provider of software solutions that allow for cost-effective and self-sufficient decentralized energy supply.

With our product and service portfolio we support our customers in optimizing dynamic complex energy systems and demand side management. We focus on integrated energy (sector coupling), renewable and alternative sources, as well as industrial load flexibility",Designing the future of decentralized energy,1107,https://energenious.eu,https://energenious.eu,Berlin,"Hönower Str. 35, Berlin, Berlin 10318, DE",Renewable Energy Semiconductor Manufacturing,2-10 employees,"Berlin, Berlin",,,11714911,11714911,https://www.linkedin.com/sales/company/11714911/,10,energenious,https://www.linkedin.com/company/11714911/,2023-05-05T12:28:13.023Z,https://www.linkedin.com/company/energenious/,,,
IG academy,https://media.licdn.com/dms/image/C4D0BAQFBToYKhKa4CQ/company-logo_200_200/0/1532482089330?e=1691625600&v=beta&t=JPUKq_I4esXSl_2zCZlMsuaKsqHbbMdWwX22FtgzbMk,https://media.licdn.com/dms/image/C4E1BAQF4L85J0ieTtQ/company-background_10000/0/1519799001220?e=1683896400&v=beta&t=o39kZ9g9DI1oOUBn0ALGI9OQk5L3LW5hLzXRbUfOy7I,"IG Academy is an online platform that provides K12 students with gamified learning experiences that enhance active learning using the latest technologies. We are planning a system make the most out of the presence of students and teachers in an online environment. 	

Our goal is to prepare school students for life, helping them develop an informed curiosity and a lasting passion for learning.
",A Game to build your future ,67,https://www.ig.academy,https://ig.academy,Alexandria,"Semouha, Alexandria, Alexandria 00203, EG",E-Learning Providers,11-50 employees,"Alexandria, Alexandria",2016,,27184671,27184671,https://www.linkedin.com/sales/company/27184671/,8,IG academy,https://www.linkedin.com/company/27184671/,2023-05-05T12:28:33.653Z,https://www.linkedin.com/company/igacademy/,,,
